index	input	target
82696	the situation has changed .	that so ?
82703	all right then .	why don't i want to do this ?
82704	no, i really think i do .	all right then .
82706	you can go to your grave not knowing .	that's fair .
82710	someone needs to cut these bonds, then .	you'd best take a swim, jack .
82724	blast you ! i'll throw you in prison .	wait as long as you like .
82729	that's right .	i'm supposed to . . . trust you ?
82736	say the name, or i slit your throat .	no you won't .
82748	now ?	now . no, don't kill him .
82755	do you not know what this is, then ?	it's a pirate medallion .
82756	would that i could .	do you not know what this is, then ?
82757	then why aren't you eating ?	would that i could .
82768	you've got sand, for a maid .	thank you, sir .
82775	very well .	i'll drop it !
82783	then i can wear men's clothing .	that would hardly be proper .
82786	what ?	i know where your heart truly lies .
82787	elizabeth, i hereby withdraw my proposal .	what ?
82796	commodore, you can't do that !	you're speaking up for him again ?
82803	i can't breathe .	i'm a bit nervous, myself --
82810	man overboard !	boy overboard !
82820	captain norrington's promotion ceremony .	i knew it .
82821	ceremony ?	captain norrington's promotion ceremony .
82839	it doesn't !	-- but that was not a proper kiss .
82845	if i had known --	-- then we never would have met .
82849	i'm glad we got here in time .	truthfully -- you were a bit late .
82859	you didn't tell commodore norrington everything .	nor did you, i noticed .
82865	yes, the rum is gone .	why ?
82868	to freedom .	to the black pearl .
82902	you're in league with barbossa !	no, i'm -- rescuing you .
82903	me !	you're in league with barbossa !
82904	you ? !	me !
82908	miss swann .	miss swann, if you'll be so kind ?
82914	we'd best drop canvas, sir !	she can hold a bit longer .
82916	kid's a bit of a stick, isn't he ?	that he is .
82934	we're not going to just surrender !	that we are .
82945	blast it, i'm already awake !	i know . that was for the smell .
82947	sir ! shall i break out the cannons ?	i don't think that will be necessary .
82965	what's your name ?	smith .
82973	this dock is off-limits to civilians .	sorry, i didn't know .
82998	are you certain this is the right way ?	it's the right way .
83001	do you have any idea where you're going ?	jack !
83008	no .	i'll lead them away .
83013	depends .	on what ?
83014	what's that ?	depends .
83024	tortuga ?	oh -- did i forget to mention that ?
83029	sure -- because he could always go pirating .	my father -- was not -- a pirate !
83034	it's not true my father was a pirate .	figured you wouldn't want to hear it .
83035	i swear, you look just like him .	it's not true my father was a pirate .
83036	that's not true .	i swear, you look just like him .
83041	is that so ?	my father . william turner ?
83047	this is either crazy, or brilliant .	remarkable how often those two traits coincide .
83056	i'd die for her .	good .
83059	we need to go !	why are brothering with that ?
83060	not without my effects .	we need to go !
83062	agreed .	agreed !
83065	i can get you out of here .	how ? the key's run off .
83068	and you want to turn pirate yourself ?	never . they took miss swann .
83069	because you're a pirate .	and you want to turn pirate yourself ?
83070	why ask me ?	because you're a pirate .
83074	somewhat .	where does it make berth ?
83078	no .	move !
83079	move away .	no .
83080	pirate .	move away .
83081	you cheated .	pirate .
83086	you threatened miss swann .	only a little .
83092	mentioned it, is more what he did .	still --
83096	he's not telling the truth .	he may be .
83097	i think he's telling the truth .	he's not telling the truth .
83104	no .	but i've seen a ship with black sails .
83105	 . . . no .	no .
83108	you haven't seen it .	yes, i have .
83109	yes .	you haven't seen it .
83110	you've seen the black pearl ?	yes .
83111	yes .	you've seen the black pearl ?
83112	you've seen it ?	yes .
83113	yes it is . i've seen it .	you've seen it ?
83114	no, it's not .	yes it is . i've seen it .
83115	the black pearl is a real ship .	no, it's not .
83119	but --	please .
83120	a moment .	but --
83121	commodore --	a moment .
83125	has my daughter given you an answer yet ?	no . she hasn't .
83129	he's still breathing .	where did he come from ?
83136	speak .	dr . bright has escaped .
83141	how long do you leave him in there ?	until he's done .
83160	something to drink, dr . bright ?	no, thank you .
83172	wheelchair accessible .	dr . argon, i demand an explanation .
83179	i know what you're doing .	you mean besides kicking your ass ? !
83185	how apropos .	ain't it .
83200	if you loved me like i loved you ?	poppy, this is not the time !
83201	poppy, please --	if you loved me like i loved you ?
83202	what i asked you earlier ?	poppy, please --
83203	considering what ?	what i asked you earlier ?
83204	i was wondering if you'd finished considering ?	considering what ?
83205	i'm so excited, icarus .	i was wondering if you'd finished considering ?
83206	it will be an ascension .	i'm so excited, icarus .
83216	then you still love me ?	poppy, please, just tell me what you want .
83217	yes . yes, of course it is .	then you still love me ?
83220	why are there two ottomans ?	icarus, please ! this is important !
83229	and you think o'brien is that leverage ?	that remains to be seen .
83251	it's ready now, i know it is .	she says it's not .
83256	you're not rotting meat .	oh no ? smell this .
83257	like rotting meat .	you're not rotting meat .
83270	where did he go ?	the trunk .
83289	you don't want this .	yeah, i do !
83290	hey !	you don't want this .
83308	you're afraid of him .	who isn't ?
83311	no ! well, not those exact words .	nigel, can't you see he's using you ?
83312	is that what argon told you ?	no ! well, not those exact words .
83323	you were never invited to my house .	you're looking for a urine sample .
83331	well, you got another problem .	the replicators ?
83332	they'll in validate the key . probably nothing .	well, you got another problem .
83333	what did security say ?	they'll in validate the key . probably nothing .
83353	sir, please try to hold still .	so, i guess it worked .
83356	smell ? uh, something like methylcyanoacrylate .	like crazy glue ?
83357	what's it smell like ?	smell ? uh, something like methylcyanoacrylate .
83363	yes ?	it's sim . we're almost there .
83365	things do change .	i guess they do .
83368	god, what a fight that was .	we were different people then .
83373	you're not going after argon !	i have to !
83379	that means the nanobot is still inside him .	yes .
83380	you mean he's polymerized, like me ?	that means the nanobot is still inside him .
83381	it's too late . argon injected it .	you mean he's polymerized, like me ?
83382	we've got to get the nanobot .	it's too late . argon injected it .
83390	run, daniel ! get out of here !	i'm not leaving without you, susan !
83392	argon's private lab .	let's go .
83393	where is it ?	argon's private lab .
83403	who is he ?	the head shrinker at the prison .
83405	did you go ?	on the counter .
83408	like a glove .	you made this out of my hair ?
83409	that's going to fit me ?	like a glove .
83413	that's pretty good .	getting used to it .
83418	something else i want to try .	i could go with you .
83419	what did you want my hair for ?	something else i want to try .
83422	how far can you stretch ?	i don't know .
83429	do you have something to bring me down ?	no problem .
83430	probably the caffeine .	do you have something to bring me down ?
83435	just like old times .	yeah . old times .
83436	and i don't see you sunbathing at chernobyl !	just like old times .
83441	you're not protecting the world, you're obstructing progress !	i don't consider uncontrollable toxic waste progress !
83445	you have no one to blame but yourself .	blame the victim .
83446	just giving credit where credit is due .	you have no one to blame but yourself .
83447	what's that supposed to mean ?	just giving credit where credit is due .
83453	what about it !	just look at it !
83454	look at this !	what about it !
83455	what ? what's wrong ?	look at this !
83456	susan !	what ? what's wrong ?
83458	is something wrong ?	no, no, i just feel wired !
83464	that's right .	isn't it already too late then ?
83468	three days ago it was .	what do these replicators do to people ?
83469	that was an egg ?	three days ago it was .
83470	what happens ?	that was an egg ?
83489	we don't have time for hysterics .	we don't ?
83490	i'm a plastic man ! a plastic man !	we don't have time for hysterics .
83491	daniel !	i'm a plastic man ! a plastic man !
83500	i don't know .	you don't know ?
83501	what happened to it ?	i don't know .
83502	my first organic-polymerization was a lab mouse .	what happened to it ?
83503	mouse ? what mouse ?	my first organic-polymerization was a lab mouse .
83504	 . . . just like the mouse .	mouse ? what mouse ?
83506	they did it to me !	the nanobot .
83511	susie ! you gotta help me !	daniel, what are you doing here ?
83513	daniel, give him the trix .	susan, this is the future of america here .
83525	yeah, we'll see .	we'll see ? what does that mean ?
83528	nothing really worthwhile .	that's what i thought .
83535	and for cleaning up oil spills .	right . you predicted it .
83544	the big house ?	the big house .
83549	somebody has to .	same old daniel .
83551	really ? what have you been doing ?	you know, this and that .
83552	been out for six months now .	really ? what have you been doing ?
83553	when did you . . . ?	been out for six months now .
83570	what ? i'm not going anywhere !	oh yes you are !
83574	and you have him ?	we lost him .
83575	oh yeah, he's alive . technically .	and you have him ?
83579	that's impossible .	it's a miracle .
83581	okay, barbie, let's get this over with .	don't worry, four eyes .
83583	icky !	get him, daniel ! knock his block off !
83585	i could have you fired right now .	you won't . that's why you're whispering .
83596	vermin . . .	can i help you, mrs . argon ?
83610	to make a gentleman out of a tramp ?	exactly .
83611	yes, it'll be a very interesting experiment .	to make a gentleman out of a tramp ?
83615	i think i better go, stew .	i think you should, miss gallagher .
83617	goodbye, miss gallagher .	goodbye, stew�
83621	indeed ? how interesting .	yes - isn't it .
83642	oh hello, anne� he types furiously .	good morning . what does this mean ?
83645	meaning, my friends aren't worthwhile, i suppose ?	oh, they're all right, anne . but i�
83654	anne, come here . listen�	look out for my lipstick, stewart .
83660	what are you talking about ?	i'm talking about - i'm not going out .
83661	i'm not going !	what are you talking about ?
83704	now let's get this settled�	you have the cutest nose i've�
83705	of course i am stewart .	now let's get this settled�
83748	for what ?	for the letters, of course .
83749	will - uh - five thousand be enough ?	for what ?
83751	will you step into the library ?	sure, i'll take a chance .
83752	so, it's obvious, huh ?	will you step into the library ?
83755	i suppose you're going to print them ?	no - give you another guess .
83771	certainly . right over there .	you're all right .
83772	may i use your telephone ?	certainly . right over there .
83780	don't mind mother .	i don't mind her if you don't .
83784	mother !	look ! look ! the front page !
83785	ah-ah-ah !	mother !
83796	what is this person doing here ?	why�
83798	that's an excellent idea .	oh, hello mother !
83810	hello, there, meadows ![13]	who is it you wish to see, sir ?
83812	give my regards to your managing editor .	i certainly will .
83813	all right, all right, don't mention it .	give my regards to your managing editor .
83814	thank you very much .	all right, all right, don't mention it .
83817	so, you see how silly that rumor is ?	why, sure . it's a lotta hooey .
83823	as one tribune man to another�	yeah !
83824	is that so ?	as one tribune man to another�
83827	huh ?	we were classmates .
83828	yale '21, i believe .	huh ?
83829	is that so ?	yale '21, i believe .
83830	i knew your managing editor very well .	is that so ?
83831	well, i should say !	i knew your managing editor very well .
83832	fine newspaper the tribune .	well, i should say !
83834	this way .	oh, man !
83835	thanks, i will .	this way .
83836	fine . have a seat .	thanks, i will .
83837	yeah, hello . how are you ?	fine . have a seat .
83838	you're the tribune man ?	yeah, hello . how are you ?
83854	i bring a message from garcia .	yeah ?
83860	oh boy, i'd love it .	how's that ?
83865	impossible . put it on again .	hey, make up your mind, will you ?
83867	oh, is that so ?	i'm afraid .
83872	no ?	no !
83873	i'm not quitting !	no ?
83876	sure .	araby, my eye� !
83877	araby ?	sure .
83880	my play .	the one about the siberian bloodhound ?
83881	what play ?	my play .
83887	just a boid in a gilded cage -	a what ?
83889	is that so ?	that's so .
83893	well, when are you quitting ?	quitting ? i'm not thinking about quitting .
83907	do you call yourself a reporter ?	it has been alleged - yes�
83915	well - it's only april .	come on, get going, get going !
83916	right - for the first time this year .	well - it's only april .
83919	gloria golden ?	yeah, little gloria .
83927	yeah .	yeah ?
83928	yeah ?	yeah .
83929	look, i quit !	yeah ?
83938	i beg your pardon, sir ?	outside !
83939	all right, outside !	i beg your pardon, sir ?
83949	oh no, sir !	what are you doing fooling around in here ?
83950	did you take anything out of those pants ?	oh no, sir !
83958	you're my what ?	your valet, sir .
83969	that's a lovely dress .	thank you . where is mr . smith ?
83986	grayson - anne's lawyer .	what did he want ?
83987	who was that ?	grayson - anne's lawyer .
83994	hey, gallagher !	yeah ?
84015	conrad .	what do you know about conrad ?
84016	did who ?	conrad .
84017	did conrad draw on his imagination ?	did who ?
84018	oh - draw on my imagination, i suppose .	did conrad draw on his imagination ?
84021	to old madrid .	never even been to new madrid .
84022	been where ?	to old madrid .
84023	stewart, have you ever been to old madrid ?	been where ?
84035	hello, stew .	hello, hank . how are you ?
84036	well, gallagher ! glad to see you .	hello, stew .
84044	my mistake - she's glaring .	must be my wife .
84045	staring at us ?	my mistake - she's glaring .
84085	thanks, thanks .	i hope you'll be very happy .
84092	there you go, talking like a woman !	well !
84093	and the rest of us are truck horses ?	there you go, talking like a woman !
84094	gallagher ! she's the real mccoy !	and the rest of us are truck horses ?
84101	�and that�	�and those and them .
84114	yes .	and now for that twentieth crack�
84125	she did� ?	she wants me to arrange the financial settlement .
84128	i don't eat waffles .	you don't .
84131	surely, come right in .	thanks . may i sit down ?
84135	holy jumping swordfish !	i suppose you know why i came� ?
84136	hello, smith .	holy jumping swordfish !
84141	you quit trying to stop anybody�	well, at best you might deny it .
84148	i have it here .	good .
84149	a statement ? good .	i have it here .
84161	come in, joe . it's all right .	hello, joe .
84162	it's all right . bring him in .	come in, joe . it's all right .
84165	okay - you remember joe�	sure .
84169	smythe, you've been drinking .	i have . double-strength !
84171	are the cars ready ?	they've been ready for the last half hour .
84174	double-strength !	"""cinderella man grows hair on chest !"""
84176	some bicarbonate - quick !	double strength !
84183	joan of arc ! what's it to you ?	heavens ! the man's insane !
84192	yes - the worm !	i beg your pardon ?
84193	have you seen this ?	yes - the worm !
84197	stop calling me mother !	all right, grandma�
84202	with pleasure, madame !	get out of here .
84213	yes .	that's all i wanted to know !
84214	a bird in a gilded cage ?	yes .
84226	well sir, i'll show you .	that's puttering, sir .
84235	it's haunted just the same .	yes, sir .
84236	no, sir .	it's haunted just the same .
84237	found no skeletons ?	no, sir .
84238	yes, sir .	found no skeletons ?
84243	me, sir ?	yeah .
84244	you try it .	me, sir ?
84245	yes, sir .	you try it .
84246	shhh ! do you hear something ?	yes, sir .
84250	smythe, the - er - gentleman is leaving .	yes, sir .
84251	that's what i think of it, bingy !	smythe, the - er - gentleman is leaving .
84252	well done, sir . very neat .	that's what i think of it, bingy !
84254	but i�	now the lady said you may go�
84261	there are no gentlemen on the tribune .	i understand, sir .
84266	yes .	okay .
84267	you sure you want to know this ?	yes .
84269	 . . . sex .	ah .
84270	no . i want to know .	 . . . sex .
84271	it doesn't matter .	no . i want to know .
84272	what ?	it doesn't matter .
84273	yeah . . . that--and . . .	what ?
84276	what goes on up at lover's lane ?	what do you mean ?
84277	sure .	what goes on up at lover's lane ?
84278	can i ask you a question ?	sure .
84279	yeah ?	can i ask you a question ?
84280	mary sue ?	yeah ?
84287	thanks . . . i love you .	i love you too .
84288	i'm so proud of you, bud .	thanks . . . i love you .
84297	thank you .	sure .
84299	wait .	what ?
84302	looks just like it did .	and they won't be able to tell ?
84303	does it look okay ?	looks just like it did .
84305	have you got any make up ?	in my handbag .
84309	how 'bout some marshmallow rice squares ?	i'm fine .
84310	oh no . . . i'm fine .	how 'bout some marshmallow rice squares ?
84319	yeah . it does .	like a drum .
84322	but i really should get home .	but you can't go out there .
84323	you can't go out there .	but i really should get home .
84325	what is that ?	i don't know .
84327	it's alright . let me see .	no . . .
84328	it's alright .	it's alright . let me see .
84329	i've got to go . . .	it's alright .
84330	wait . . .	i've got to go . . .
84331	yes she is .	wait . . .
84332	no she's not .	yes she is .
84333	she's crying .	no she's not .
84334	what ?	she's crying .
84335	she's crying .	what ?
84336	isn't it great how she's resting like that ?	she's crying .
84338	bud ?	here's my favorite .
84339	bud brought it to me .	bud ?
84340	where'd you get this ?	bud brought it to me .
84343	having kind of a tough time .	i think it looks nice .
84345	i just thought . . . it's beautiful .	thanks .
84346	no, no . . . come on in .	i just thought . . . it's beautiful .
84347	i'm sorry . . .	no, no . . . come on in .
84348	oh, hi . . .	i'm sorry . . .
84350	oh, hello betty .	hello bill .
84352	where are you gonna go ?	i'm gonna go now .
84362	sure you are .	no i'm not .
84363	i told you, george . i'm not going .	sure you are .
84368	i told you where i was .	all night ?
84377	don't ! just let go .	it's better, mary sue .
84379	i'm busy .	with what ?
84380	why not ?	i'm busy .
84381	oh . i can't .	why not ?
84384	it's six-thirty . . .	so .
84385	what are you doing ?	it's six-thirty . . .
84386	mary sue--c'mon . . .	what are you doing ?
84388	it is ?	trust me . . .
84389	it's s'posed to happen, biff .	it is ?
84395	sure is pretty .	oh yeah . . . gorgeous .
84397	 . . . lover's lane .	lover's lane !
84398	but where would we go ?	 . . . lover's lane .
84401	you want to get out of here ?	what ?
84408	well, sometimes talking's over-rated . don't you think ?	hunh ? oh, right . . .
84411	oh yeah .	gosh . i hardly know what to say .
84412	really biff ? the keenest ?	oh yeah .
84417	what's all the commotion ? where's the cat ?	um . . . it's . . .
84428	i don't believe it .	what's the matter ?
84429	what ?	i don't believe it .
84430	oh god ! are we in that episode ?	what ?
84432	but it could happen .	no it couldn't !
84433	that's not going to happen !	but it could happen .
84441	rain .	real rain ?
84442	are you alright ? what is it ?	rain .
84461	betty's making some pineapple kabobs . . .	i'm fine--but thank you .
84462	oh, no thanks . . .	betty's making some pineapple kabobs . . .
84463	want some bridge mix ?	oh, no thanks . . .
84465	oh sure it is .	no it isn't .
84466	it's not in me .	oh sure it is .
84472	you're out of order !	why am i out of order ?
84475	i thought i was allowed to defend myself .	you're not allowed to lie .
84476	okay--that's enough !	i thought i was allowed to defend myself .
84480	it's like the basketball team .	the basketball team ?
84482	i think i've got something to say .	very well . . .
84495	yes i do .	bud--why did you do this ?
84496	do you know that it's illegal ?	yes i do .
84497	yes i did .	do you know that it's illegal ?
84498	did you do this ?	yes i did .
84502	what do you mean ! ?	well, i never had to do it before .
84508	look it doesn't matter . it's not important .	what is it ?
84509	what's outside of pleasantville ?	look it doesn't matter . it's not important .
84510	um . . . outside of pleasantville .	what's outside of pleasantville ?
84511	and where's that ?	um . . . outside of pleasantville .
84514	how'd you know about the fire ?	what ?
84517	no, not that hedge . the other one .	the other one ?
84518	green .	no, not that hedge . the other one .
84519	what color is that hedge of yours ?	green .
84520	yes .	what color is that hedge of yours ?
84521	mr . simpson . . .	yes .
84523	hear your dad got a new car .	oh yeah . a buick . it's swell .
84524	hello mr . simpson .	hear your dad got a new car .
84525	hello bud .	hello mr . simpson .
84528	right here .	and you're sure about this ?
84529	you got the admissions letter .	right here .
84530	honestly . . . no .	you got the admissions letter .
84535	are you sure ?	i told you . i'm like positive .
84540	how come i'm still in black and white ?	what ?
84541	yes .	how come i'm still in black and white ?
84542	can i ask you a question ?	yes .
84543	wow .	can i ask you a question ?
84553	that's great .	so what is it ?
84560	nothing .	nothing ?
84561	what's wrong ?	nothing .
84568	not directly anyhow . . .	it's fine .
84569	it's okay .	not directly anyhow . . .
84570	i had nothing to do with that fire .	it's okay .
84572	me too . sounds swell .	really ? it seems so fattening .
84580	well if i don't who will ?	they're happy like this .
84581	you have no right to do this .	well if i don't who will ?
84587	what did you do to him ?	nothing .
84593	so what's the point ?	jen please . . .
84594	they don't notice that kind of thing .	so what's the point ?
84595	what do you mean ?	they don't notice that kind of thing .
84596	he won't notice anyway .	what do you mean ?
84597	i've worn some kinky stuff before . . .	he won't notice anyway .
84598	it's in your closet .	i've worn some kinky stuff before . . .
84602	jen, listen . . .	i like--really need a cigarette, too .
84613	can we do any better ?	i don't think so .
84614	peggy jane, lisa anne and betty jean .	can we do any better ?
84615	those are my friends .	peggy jane, lisa anne and betty jean .
84616	hunh .	those are my friends .
84617	as a matter of fact he does .	hunh .
84618	"does he--you know--like ""me"" ?"	as a matter of fact he does .
84619	biff martin . captain of the basketball team .	"does he--you know--like ""me"" ?"
84620	who's that ?	biff martin . captain of the basketball team .
84622	why can't we just explain it ?	to who ?
84630	you know him ?	owns the hardware store .
84633	i still don't see why we're doing this .	we're supposed to be in school .
84638	i don't believe this .	neither do i .
84641	oh god .	what's going to happen ?
84643	noooooo !	you--you gotta get us out of here .
84646	what did you do ?	i don't know .
84648	what happened ?	i'm not sure .
84649	oh my god .	what happened ?
84650	you get lost !	oh my god .
84651	get lost !	you get lost !
84652	god, david . just give it to me !	get lost !
84656	lemme see that .	no way .
84661	weil great . you can watch tv upstairs .	upstairs ! up-staiiirs ! there isn't any stereo !
84664	pleasantville marathon ?	yeah . every episode ever .
84668	what are you doing ?	what are you doing ?
84670	i like calling you david .	i like it too .
84671	no i won't . i swear .	i like calling you david .
84672	you're gonna forget about me .	no i won't . i swear .
84674	where are they ?	i'm not sure .
84676	can i open it ?	sure . . .
84680	what do we do ?	we'll just put up the top .
84683	rain .	real rain ?
84684	what's going on ?	rain .
84689	you want some berries ?	hunh ?
84690	mmmm . boy . it's hot up here .	you want some berries ?
84693	yeah .	what's that like ?
84699	what ?	out there .
84700	so what's it like ?	what ?
84701	you don't know ?	so what's it like ?
84708	sure . . . where would we go ?	 . . . lover's lane ?
84711	hi .	oh . . . hi .
84715	no . you baked them for whitey .	no . i baked them for you .
84716	no . i baked them for you .	no . you baked them for whitey .
84719	oh . thanks, margaret .	i baked you my oatmeal cookies .
84720	that was sure swell . . .	oh . thanks, margaret .
84726	scout ?	marmalade .
84741	just gimme the damn remote !	i'm sorry . i can't do that .
84746	why ?	because you're coming home .
84752	ow !	i'm going to leave now .
84753	just gimme the goddamn remote !	ow !
84756	no you're not .	excuse me ?
84759	where's the remote control i gave you ?	why ?
84761	i didn't do anything wrong .	oh no ? let me show you something !
84773	oh--well . . .	now !
84774	i want a word with you . . .	oh--well . . .
84776	bud .	terrific . i'll talk to you then .
84787	i can't .	what ?
84790	 . . . hi .	well c'mere, young fella .
84791	hello there .	 . . . hi .
84804	why would i do that ?	because we don't belong !
84816	mcintire's .	mcginty's .
84817	what department store did they go to ?	mcintire's .
84818	yeah . . .	what department store did they go to ?
84820	 . . . like prince charming .	nice . . . nice . . .
84821	right . and how did she dress him ?	 . . . like prince charming .
84822	 . . . her father .	right . and how did she dress him ?
84827	yeah . . . sort of . . .	we'll get you fixed up in no time .
84830	it's beautiful .	just a little--you know .
84838	what's wrong ?	i'll never be able to do that .
84840	oh my gosh, bud . . .	open it .
84841	it's an art book .	oh my gosh, bud . . .
84844	hi .	aren't you a little early ?
84845	oh, hi .	hi .
84847	yeah .	oh . okay . i'll try that then .
84848	really ?	yeah .
84854	 . . . what's that ?	christmastime .
84855	you know what i really like ?	 . . . what's that ?
84856	so they can have their hamburgers !	you know what i really like ?
84857	why ?	so they can have their hamburgers !
84869	two cheeseburgers, two cherry cokes .	there aren't any cheeseburgers .
84874	bud . . .	yeah . . .
84880	have you cooked the burgers ?	yes .
84881	 . . . yeah .	have you cooked the burgers ?
84882	do you have the lettuce ?	 . . . yeah .
84883	listen to me !	do you have the lettuce ?
84886	there aren't any cheeseburgers .	what ?
84888	i'm so glad you're here .	i understand .
84903	what happened ?	a miracle .
84915	yeah . . .	well here i am .
84916	yeah . tv busted ?	yeah . . .
84917	tv repair ?	yeah . tv busted ?
84918	tv repair .	tv repair ?
84920	cool .	cool .
84923	so you watching pearl jam on mtv tonight ?	yeah .
84924	yeah . . . saw you too .	so you watching pearl jam on mtv tonight ?
84925	saw you at the mall yesterday .	yeah . . . saw you too .
84927	hey .	hey .
84936	"""chat ?"" did you just say ""chat ?"""	well, i can't talk though --
84941	hello, karen . i'm just working .	yeah but what are you doing ?
84942	hey it's me, what are you doing ?	hello, karen . i'm just working .
84943	this is barry .	hey it's me, what are you doing ?
84945	what's the listing ?	d&d mattress man .
84946	somewhere in utah .	what's the listing ?
84947	what city ?	somewhere in utah .
84964	i just want to know where she's staying .	tell me why .
84965	what ? tell me why you wanna know --	i just want to know where she's staying .
84966	i . . . .please don't do this .	what ? tell me why you wanna know --
84967	no she didn't; that's a lie .	i . . . .please don't do this .
84971	you're so scared .	do you know where she's staying in hawaii ?
84977	goodbye .	call me later .
84979	why's it here ?	i have no idea .
84980	it's not mine .	why's it here ?
84981	what's all this pudding ?	it's not mine .
84983	yeah i can't .	oh my god . look at that .
84995	i feel really on the spot now .	are you gonna do it ?
84996	-- do you think you'll ask her out ?	i feel really on the spot now .
84997	it's fine, but --	-- do you think you'll ask her out ?
84998	it's not cool ?	it's fine, but --
85002	seriously, though: we're going to eat, i said .	i'm sorry .
85003	i have work, i can't leave .	seriously, though: we're going to eat, i said .
85004	why ?	i have work, i can't leave .
85005	yeah i can't .	why ?
85010	you look nervous .	i'm not, i'm very happy .
85011	no .	you look nervous .
85014	you're lucky . she couldn't come anyway --	well i'm glad you didn't, thank you .
85016	you just said very food .	did i say that ?
85021	i'm trying to get you a girlfriend .	well, yeah, thank you, but --
85022	i know .	i'm trying to get you a girlfriend .
85023	i'm trying to be your friend .	i know .
85024	yeah, no, it's not, it's just --	i'm trying to be your friend .
85028	please don't .	she's really cute and she's really nice .
85029	so it's ok if i bring her .	please don't .
85030	i don't think i'm going to the party .	so it's ok if i bring her .
85031	that's your fault not mine .	i don't think i'm going to the party .
85036	yeah, but please don't do that .	i'm not really asking you, i'm telling you .
85043	so you're coming tonight, right ?	yes, indeed, yes i am .
85044	hello .	so you're coming tonight, right ?
85045	i'm just stopping by to say hello .	hello .
85054	i have to go .	are you telling me no ?
85055	it was cool last night .	i have to go .
85056	this is not cool .	it was cool last night .
85061	i didn't lie .	why did you tell me you did, then ?
85062	you lied to me ?	i didn't lie .
85063	i know i did . but i don't .	you lied to me ?
85064	-- you said you did .	i know i did . but i don't .
85065	i don't have a girlfriend --	-- you said you did .
85068	this makes me very uncomfortable .	i need help .
85072	hello ?	we got disconnected before . . . .
85077	so you think you can ?	no . i'm sorry .
85082	really ? please ?	you have trouble, financial trouble ?
85089	me ?	yeah .
85094	can i ask you a question ?	uh-huh .
85095	yes .	can i ask you a question ?
85096	you're going to work now ?	yes .
85097	not very late .	you're going to work now ?
85105	i'm fine . who is this ?	georgia .
85116	you sound very cute, very nice .	thank you . what do you do, barry ?
85119	does jack like to jack off ?	sometimes when i'm lonely .
85120	 . . .yeah . . . . .	does jack like to jack off ?
85121	i'm horny, jack, what about you ?	 . . .yeah . . . . .
85124	 . . .yes . . .	where is she ?
85125	you have a girlfriend ?	 . . .yes . . .
85126	no .	you have a girlfriend ?
85134	it doesn't matter .	what do you mean it doesn't matter ?
85137	i'm wearing a t-shirt and panties .	really ?
85138	no .	i'm wearing a t-shirt and panties .
85139	are your pants off ?	no .
85142	 . . . .no . . . .	yeah ? so what are you doing, then ?
85145	do you like porno movies ?	sure .
85146	no .	do you like porno movies ?
85147	are you watching a porno movie ?	no .
85150	where are you ?	i'm in my bedroom .
85151	i'm just laying on my bed .	where are you ?
85152	no .	i'm just laying on my bed .
85153	nothing, huh, do you know what i'm doing ?	no .
85154	nothing .	nothing, huh, do you know what i'm doing ?
85155	so what are you doing tonight, jack ?	nothing .
85156	hi . this is jack .	so what are you doing tonight, jack ?
85157	this is georgia .	hi . this is jack .
85158	yes .	this is georgia .
85159	hi, is this jack ?	yes .
85160	hello, this is back .	hi, is this jack ?
85164	you can't do that .	ok .
85165	i'm sorry .	you can't do that .
85166	you left me at the hospital .	i'm sorry .
85169	what is this ?	let's go to the hospital .
85170	yes i'm sorry .	what is this ?
85171	i'm fine are you ok ?	yes i'm sorry .
85172	are you ok ?	i'm fine are you ok ?
85174	it's ok to ask that .	i thought that you were anyway .
85175	yeah .	it's ok to ask that .
85179	that's right you travel so much .	yeah .
85180	i think maybe over a hundred .	that's right you travel so much .
85184	for what ?	for work . . . . .
85185	where do you have to go ?	for what ?
85187	yeah .	this is nice .
85188	this is funny .	yeah .
85197	do you wanna have sex ?	yeah .
85199	it's so nice .	this really looks like hawaii here .
85206	where you married ?	yeah .
85209	about six months ago . why ?	i just wanted to make sure .
85218	yeah ?	it's barry .
85219	lena ?	yeah ?
85220	hello ?	lena ?
85222	have a good trip .	thank you .
85223	ok .	have a good trip .
85224	i don't freak out .	ok .
85228	i don't freak out very often .	what do you mean ?
85229	ok .	i don't freak out very often .
85230	i'll see you later .	ok .
85231	yeah .	i'll see you later .
85232	that was good .	yeah .
85233	so what do i do then ?	that was good .
85234	yeah .	so what do i do then ?
85235	really ?	yeah .
85238	this is lena .	hi .
85239	this is barry .	this is lena .
85243	you don't think you'll go --	i don't know .
85244	yeah, i don't know, we'll see about that .	you don't think you'll go --
85245	if you come to hawaii --	yeah, i don't know, we'll see about that .
85246	yeah .	if you come to hawaii --
85254	yes ? i'm trying .	oh that's great .
85255	are you learning how to play it ?	yes ? i'm trying .
85259	did you pick it up from the street ?	what ?
85260	well, it's fine . thank you .	did you pick it up from the street ?
85264	there's a better place for us to eat .	did something happen; are you alright ?
85265	ok .	there's a better place for us to eat .
85268	what did he want ?	nothing .
85269	nothing .	what did he want ?
85270	what happened ?	nothing .
85271	yes .	what happened ?
85272	is everything ok ?	yes .
85277	i'm sorry . i thought you said --	no i didn't say that .
85278	 . . . .no . . . .	i'm sorry . i thought you said --
